采集时间,塔顶温度(℃),塔顶压力(kPa),回流流量(t/h),后续流程流量(t/h),第六塔板温度(℃),塔底温度A(℃),塔底温度B(℃),C4浓度(%)
2026-07-01 09:48:00,62.468,595.64,84.964,110.206,81.668,113.11,114.038,1.097
2026-07-01 09:49:00,62.603,597.67,84.636,110.325,81.69,113.203,114.245,1.089
2026-07-01 09:50:00,62.49,596.39,84.781,110.89,81.747,113.295,114.351,1.079
2026-07-01 09:51:00,62.554,595.945,84.989,110.415,81.754,113.158,114.123,1.089
2026-07-01 09:52:00,62.439,596.492,85.383,110.268,81.723,113.412,114.444,1.115
2026-07-01 09:53:00,62.452,598.602,84.822,110.819,81.809,113.229,114.167,1.097
2026-07-01 09:54:00,62.446,594.459,85.397,110.892,81.807,113.457,114.565,1.093
2026-07-01 09:55:00,62.577,598.657,84.787,111.612,81.874,113.331,114.36,1.071
2026-07-01 09:56:00,62.394,597.604,85.251,111.46,81.989,113.332,114.262,1.104
2026-07-01 09:57:00,62.447,593.521,85.536,111.219,81.666,113.342,114.288,1.097
2026-07-01 09:58:00,62.727,597.841,85.371,111.224,81.822,113.348,114.338,1.083
2026-07-01 09:59:00,62.487,593.809,85.022,110.815,81.861,113.223,114.102,1.072
2026-07-01 10:00:00,62.511,595.883,85.285,111.084,81.83,113.267,114.2,1.087
2026-07-01 10:01:00,62.501,594.733,85.246,111.025,81.681,113.296,114.073,1.072
2026-07-01 10:02:00,62.429,596.843,85.42,111.389,81.821,113.404,114.296,1.084
2026-07-01 10:03:00,62.492,598.108,85.06,111.375,81.794,113.177,114.125,1.078
2026-07-01 10:04:00,62.508,594.835,85.303,111.39,81.858,113.196,114.07,1.082
2026-07-01 10:05:00,62.448,594.745,85.568,111.39,81.677,113.45,114.192,1.082
2026-07-01 10:06:00,62.472,594.971,85.36,111.437,81.75,113.319,114.087,1.1
2026-07-01 10:07:00,62.611,599.659,85.62,112.245,81.817,113.401,114.348,1.064
2026-07-01 10:08:00,62.534,595.766,85.57,110.78,82.024,113.253,114.075,1.098
2026-07-01 10:09:00,62.632,597.063,85.419,111.814,81.899,113.291,114.084,1.09
2026-07-01 10:10:00,62.563,595.732,85.459,111.97,81.905,113.355,114.161,1.088
2026-07-01 10:11:00,62.467,595.369,85.617,111.824,81.922,113.265,114.093,1.089
2026-07-01 10:12:00,62.429,595.583,85.904,112.056,81.867,113.379,114.108,1.087
2026-07-01 10:13:00,62.588,596.392,85.516,111.799,81.739,113.479,114.24,1.057
2026-07-01 10:14:00,62.531,596.031,85.982,111.938,81.806,113.446,114.166,1.071
2026-07-01 10:15:00,62.475,595.345,85.768,112.364,81.894,113.174,113.836,1.068
2026-07-01 10:16:00,62.604,595.591,85.671,111.968,81.865,113.447,114.114,1.085
2026-07-01 10:17:00,62.506,596.24,86.125,111.945,81.814,113.375,114.093,1.071
2026-07-01 10:18:00,62.467,599.376,86.298,112.494,81.824,113.34,113.92,1.096
2026-07-01 10:19:00,62.435,594.292,85.89,112.267,82.018,113.376,114.016,1.057
2026-07-01 10:20:00,62.464,597.098,86.039,112.218,82.061,113.209,113.676,1.063
2026-07-01 10:21:00,62.555,597.913,86.615,112.304,81.923,113.371,114.107,1.079
2026-07-01 10:22:00,62.453,596.071,86.222,112.038,81.764,113.24,113.818,1.068
2026-07-01 10:23:00,62.416,595.717,86.251,113.233,81.884,113.283,113.878,1.073
2026-07-01 10:24:00,62.432,594.809,85.924,112.856,81.789,113.171,113.733,1.075
2026-07-01 10:25:00,62.549,596.117,86.35,112.378,81.978,113.408,113.932,1.062
2026-07-01 10:26:00,62.434,596.224,86.022,112.822,81.904,113.372,114.038,1.067
2026-07-01 10:27:00,62.508,596.526,86.216,112.565,82.018,113.474,114.069,1.068
2026-07-01 10:28:00,62.564,598.83,86.044,112.836,81.832,113.581,114.122,1.056
2026-07-01 10:29:00,62.559,596.558,86.95,112.768,81.755,113.408,113.924,1.07
2026-07-01 10:30:00,62.427,594.541,86.415,112.697,81.814,113.417,113.972,1.071
2026-07-01 10:31:00,62.45,595.825,86.504,113.063,81.931,113.369,113.845,1.077
2026-07-01 10:32:00,62.489,595.069,86.664,112.757,82.008,113.264,113.741,1.076
2026-07-01 10:33:00,62.341,596.142,86.88,113.524,81.882,113.54,113.962,1.059
2026-07-01 10:34:00,62.576,596.727,86.318,113.364,81.928,113.53,113.966,1.056
2026-07-01 10:35:00,62.49,599.321,86.48,112.578,81.715,113.301,113.726,1.07
2026-07-01 10:36:00,62.601,595.83,86.253,113.22,81.87,113.288,113.609,1.068
2026-07-01 10:37:00,62.483,593.976,86.407,113.599,81.875,113.4,113.715,1.075
2026-07-01 10:38:00,62.537,597.49,86.447,113.775,82.07,113.446,113.827,1.077
2026-07-01 10:39:00,62.579,597.319,86.413,113.912,81.855,113.322,113.72,1.082
2026-07-01 10:40:00,62.413,595.821,86.427,113.728,81.902,113.413,113.798,1.074
2026-07-01 10:41:00,62.349,595.765,86.699,113.593,82.005,113.453,113.837,1.089
2026-07-01 10:42:00,62.43,595.935,86.62,113.98,82.023,113.354,113.695,1.06
2026-07-01 10:43:00,62.492,597.727,87.018,113.816,81.987,113.194,113.536,1.047
2026-07-01 10:44:00,62.456,596.347,86.553,113.781,81.855,113.467,113.726,1.048
2026-07-01 10:45:00,62.482,596.217,86.672,114.108,81.972,113.511,113.853,1.069
2026-07-01 10:46:00,62.295,593.369,86.654,114.032,82.053,113.467,113.615,1.064
2026-07-01 10:47:00,62.544,595.249,86.763,112.892,81.985,113.269,113.361,1.092
2026-07-01 10:48:00,62.519,598.714,86.899,113.431,81.98,113.48,113.735,1.054
2026-07-01 10:49:00,62.431,596.636,86.594,114.095,82.092,113.733,113.994,1.04
2026-07-01 10:50:00,62.518,597.697,86.816,114.53,81.979,113.55,113.782,1.073
2026-07-01 10:51:00,62.499,597.792,86.816,113.94,81.985,113.597,113.794,1.046
2026-07-01 10:52:00,62.666,597.63,86.381,114.379,82.071,113.498,113.585,1.066
2026-07-01 10:53:00,62.451,598.33,87.181,114.155,81.85,113.458,113.549,1.074
2026-07-01 10:54:00,62.542,597.026,86.922,114.428,81.971,113.63,113.817,1.048
2026-07-01 10:55:00,62.49,597.863,86.542,113.713,81.987,113.604,113.615,1.048
2026-07-01 10:56:00,62.46,596.598,86.166,114.476,82.164,113.471,113.534,1.041
2026-07-01 10:57:00,62.418,598.204,86.901,114.889,82.08,113.601,113.626,1.046
2026-07-01 10:58:00,62.496,597.061,86.34,114.325,82.036,113.45,113.412,1.055
2026-07-01 10:59:00,62.532,596.767,86.66,115.01,81.982,113.455,113.538,1.065
2026-07-01 11:00:00,62.517,596.927,86.972,114.324,82.062,113.457,113.473,1.047
2026-07-01 11:01:00,62.589,597.564,86.471,114.7,81.918,113.396,113.409,1.047
2026-07-01 11:02:00,62.574,596.91,86.688,114.824,82.108,113.587,113.457,1.051
2026-07-01 11:03:00,62.477,598.01,86.536,114.584,81.967,113.406,113.411,1.048
2026-07-01 11:04:00,62.366,595.522,86.815,114.524,82.134,113.651,113.548,1.056
2026-07-01 11:05:00,62.487,597.717,87.058,114.738,82.001,113.466,113.354,1.047
2026-07-01 11:06:00,62.49,597.878,86.431,114.874,82.243,113.48,113.463,1.059
2026-07-01 11:07:00,62.342,596.299,86.888,114.686,81.887,113.349,113.199,1.054
2026-07-01 11:08:00,62.529,595.889,86.863,114.576,82.075,113.541,113.439,1.039
2026-07-01 11:09:00,62.399,597.769,86.679,115.054,82.009,113.644,113.364,1.048
2026-07-01 11:10:00,62.53,596.87,86.738,115.079,82.228,113.505,113.395,1.03
2026-07-01 11:11:00,62.537,599.539,87.082,114.816,81.974,113.356,113.163,1.049
2026-07-01 11:12:00,62.418,597.134,86.484,115.083,82.051,113.523,113.253,1.032
2026-07-01 11:13:00,62.519,596.825,86.951,114.599,82.06,113.526,113.347,1.035
2026-07-01 11:14:00,62.425,597.394,86.976,115.489,82.025,113.535,113.321,1.055
2026-07-01 11:15:00,62.434,598.038,86.486,115.578,82.233,113.555,113.265,1.072
2026-07-01 11:16:00,62.479,598.363,86.843,115.546,82.08,113.582,113.287,1.061
2026-07-01 11:17:00,62.457,598.391,87.241,115.626,82.137,113.452,113.115,1.044
2026-07-01 11:18:00,62.545,598.555,86.511,116.155,82.071,113.582,113.32,1.049
2026-07-01 11:19:00,62.495,599.7,87.168,114.82,82.194,113.579,113.208,1.059
2026-07-01 11:20:00,62.626,598.683,86.409,115.466,82.26,113.522,113.296,1.015
2026-07-01 11:21:00,62.597,601.575,86.468,115.435,81.982,113.481,113.278,1.037
2026-07-01 11:22:00,62.485,599.459,86.962,116.028,82.002,113.422,113.004,1.042
2026-07-01 11:23:00,62.446,599.231,87.143,115.896,82.297,113.734,113.37,1.05
2026-07-01 11:24:00,62.464,597.198,86.348,115.444,82.062,113.379,112.908,1.033
2026-07-01 11:25:00,62.481,596.681,86.697,115.728,82.089,113.435,113.009,1.054
2026-07-01 11:26:00,62.53,599.213,86.345,115.711,82.186,113.632,113.139,1.056
2026-07-01 11:27:00,62.555,597.938,86.681,116.106,82.24,113.559,113.001,1.051
2026-07-01 11:28:00,62.603,599.616,86.028,116.081,82.131,113.437,112.838,1.023
2026-07-01 11:29:00,62.541,598.216,86.396,115.456,82.031,113.604,113.151,1.045
2026-07-01 11:30:00,62.543,599.121,86.727,115.804,82.065,113.372,112.836,1.063
2026-07-01 11:31:00,62.518,599.327,86.497,116.052,82.147,113.676,113.154,1.042
2026-07-01 11:32:00,62.53,598.442,86.617,115.78,82.231,113.56,113.022,1.063
2026-07-01 11:33:00,62.505,598.686,86.733,115.77,82.286,113.626,113.052,1.064
2026-07-01 11:34:00,62.476,600.491,86.576,116.359,82.266,113.394,112.919,1.046
2026-07-01 11:35:00,62.643,600.304,86.859,115.785,82.108,113.532,112.99,1.032
2026-07-01 11:36:00,62.518,599.382,86.581,115.691,81.962,113.337,112.76,1.062
2026-07-01 11:37:00,62.434,599.396,86.625,116.722,82.186,113.715,113.237,1.03
2026-07-01 11:38:00,62.629,600.228,86.609,116.326,82.131,113.633,113.036,1.049
2026-07-01 11:39:00,62.486,599.975,86.235,116.456,82.204,113.731,112.942,1.026
2026-07-01 11:40:00,62.624,599.343,86.638,116.415,82.248,113.684,113.159,1.02
2026-07-01 11:41:00,62.597,601.653,86.34,116.163,82.275,113.615,113.044,1.037
2026-07-01 11:42:00,62.57,599.638,86.194,116.858,82.195,113.634,113.042,1.038
2026-07-01 11:43:00,62.639,599.645,86.242,116.467,82.184,113.687,112.855,1.05
2026-07-01 11:44:00,62.539,599.629,86.155,116.905,82.314,113.5,112.83,1.05
2026-07-01 11:45:00,62.542,600.162,86.143,116.894,82.238,113.606,112.822,1.016
2026-07-01 11:46:00,62.597,602.228,86.048,116.356,82.234,113.553,112.804,1.046
2026-07-01 11:47:00,62.514,598.42,86.247,116.968,82.101,113.462,112.744,1.036
2026-07-01 11:48:00,62.629,601.547,86.3,116.661,82.177,113.512,112.691,1.042
2026-07-01 11:49:00,62.496,600.63,86.304,117.316,82.186,113.685,112.881,1.054
2026-07-01 11:50:00,62.591,600.502,85.988,117.07,82.219,113.439,112.684,1.048
2026-07-01 11:51:00,62.578,602.007,86.517,116.912,82.272,113.62,112.884,1.034
2026-07-01 11:52:00,62.476,599.804,85.99,116.834,82.222,113.737,112.952,1.043
2026-07-01 11:53:00,62.592,602.163,86.189,117.482,82.398,113.683,112.881,1.056
2026-07-01 11:54:00,62.577,602.367,86.282,116.853,82.215,113.646,112.866,1.049
2026-07-01 11:55:00,62.564,600.711,86.421,117.45,82.429,113.596,112.782,1.049
2026-07-01 11:56:00,62.695,602.304,85.942,116.927,82.321,113.709,112.736,1.046
2026-07-01 11:57:00,62.697,603.866,86.066,116.892,82.439,113.583,112.759,1.021
2026-07-01 11:58:00,62.649,604.729,86.297,116.856,82.275,113.855,112.983,1.022
2026-07-01 11:59:00,62.579,600.239,86.225,116.983,82.204,113.567,112.685,1.039
2026-07-01 12:00:00,62.689,601.554,85.974,117.54,82.306,113.578,112.746,1.056
2026-07-01 12:01:00,62.531,602.644,85.752,117.248,82.393,113.813,113.014,1.045
2026-07-01 12:02:00,62.594,602.293,86.301,117.68,82.215,113.878,112.918,1.041
2026-07-01 12:03:00,62.542,601.896,85.748,117.762,82.368,113.672,112.804,1.036
2026-07-01 12:04:00,62.547,601.06,85.454,117.625,82.361,113.705,112.695,1.052
2026-07-01 12:05:00,62.751,602.005,85.965,117.501,82.244,113.834,112.817,1.027
2026-07-01 12:06:00,62.464,602.966,85.661,117.176,82.289,113.529,112.676,1.035
2026-07-01 12:07:00,62.631,602.587,85.706,117.09,82.285,113.586,112.527,1.061
2026-07-01 12:08:00,62.623,602.127,85.998,117.784,82.262,113.79,112.712,1.045
2026-07-01 12:09:00,62.619,605.454,85.622,117.153,82.238,113.675,112.75,1.038
2026-07-01 12:10:00,62.702,605.854,85.544,117.597,82.265,113.642,112.685,1.057
2026-07-01 12:11:00,62.657,603.62,85.466,117.216,82.421,113.629,112.602,1.036
2026-07-01 12:12:00,62.603,603.861,85.625,118.066,82.492,113.843,112.76,1.044
2026-07-01 12:13:00,62.672,603.297,85.441,116.805,82.34,113.465,112.412,1.062
2026-07-01 12:14:00,62.71,603.461,85.769,117.893,82.317,113.751,112.787,1.037
2026-07-01 12:15:00,62.687,601.899,85.298,117.094,82.293,113.554,112.497,1.028
2026-07-01 12:16:00,62.703,605.369,85.052,117.425,82.392,113.641,112.688,6.538
2026-07-01 12:17:00,62.578,603.44,85.689,117.608,82.413,113.714,112.505,1.029
2026-07-01 12:18:00,62.682,603.695,84.802,117.565,82.384,113.746,112.586,1.05
2026-07-01 12:19:00,62.618,605.331,85.917,117.323,82.346,113.848,112.648,1.056
2026-07-01 12:20:00,62.74,603.555,84.996,117.562,82.181,113.792,112.574,1.05
2026-07-01 12:21:00,62.6,604.988,85.284,117.414,82.404,113.607,112.406,1.046
2026-07-01 12:22:00,62.626,603.461,85.161,117.766,82.42,113.85,112.734,1.031
2026-07-01 12:23:00,62.697,604.222,85.342,117.956,82.419,113.712,112.688,1.045
2026-07-01 12:24:00,62.714,604.127,85.275,117.977,82.397,113.807,112.721,1.039
2026-07-01 12:25:00,62.806,604.847,84.493,117.374,82.178,113.546,112.467,1.029
2026-07-01 12:26:00,62.682,606.265,84.414,117.446,82.507,113.703,112.584,1.045
2026-07-01 12:27:00,62.677,606.476,85.19,117.944,82.309,113.733,112.675,1.028
2026-07-01 12:28:00,62.768,606.189,84.807,118.173,82.325,113.668,112.582,1.054
2026-07-01 12:29:00,62.589,604.323,84.935,117.54,82.262,113.563,112.432,1.041
2026-07-01 12:30:00,62.711,606.812,84.629,117.757,82.294,113.865,112.647,1.02
2026-07-01 12:31:00,62.728,606.801,84.829,117.338,82.295,113.696,112.586,1.049
2026-07-01 12:32:00,62.706,606.647,84.758,118.2,82.35,113.725,112.459,1.056
2026-07-01 12:33:00,62.675,606.922,84.625,117.413,82.453,113.866,112.701,1.03
2026-07-01 12:34:00,62.657,606.409,84.722,117.651,82.461,113.776,112.674,1.062
2026-07-01 12:35:00,62.64,606.501,84.526,117.841,82.448,113.893,112.785,1.051
2026-07-01 12:36:00,62.699,606.808,84.498,118.111,82.27,113.65,112.454,1.054
2026-07-01 12:37:00,62.842,607.35,84.283,117.595,82.393,113.727,112.497,1.057
2026-07-01 12:38:00,62.677,606.36,84.512,118.279,82.405,113.7,112.521,1.066
2026-07-01 12:39:00,62.651,604.683,84.099,117.852,82.413,113.716,112.493,1.046
2026-07-01 12:40:00,62.669,607.977,83.843,117.957,82.51,113.655,112.492,1.049
2026-07-01 12:41:00,62.676,609.113,84.176,118.137,82.653,113.742,112.606,1.066
2026-07-01 12:42:00,62.682,607.973,84.266,118.043,82.398,113.771,112.512,1.051
2026-07-01 12:43:00,62.778,609.253,84.266,118.525,82.52,113.675,112.533,1.055
2026-07-01 12:44:00,62.698,609.26,83.96,118.338,82.54,113.777,112.68,1.059
2026-07-01 12:45:00,62.87,609.116,83.671,118.541,82.507,113.692,112.521,1.066
2026-07-01 12:46:00,62.618,608.152,84.252,118.093,82.464,114.03,112.761,1.053
2026-07-01 12:47:00,62.697,606.115,83.494,118.26,82.297,113.75,112.476,1.053
2026-07-01 12:48:00,62.771,607.563,83.769,118.208,82.56,113.592,112.306,1.061
2026-07-01 12:49:00,62.776,606.465,84.386,117.757,82.388,113.895,112.632,1.035
2026-07-01 12:50:00,62.897,608.204,83.838,118.482,82.562,113.61,112.471,1.037
2026-07-01 12:51:00,62.878,609.777,83.4,118.759,82.412,113.645,112.457,1.036
2026-07-01 12:52:00,62.835,606.391,83.536,117.617,82.34,113.694,112.515,1.058
2026-07-01 12:53:00,62.783,611.265,83.439,118.589,82.401,113.883,112.662,1.065
2026-07-01 12:54:00,62.707,609.435,83.29,118.161,82.53,113.57,112.292,1.04
2026-07-01 12:55:00,62.924,610.543,83.803,117.873,82.623,113.715,112.543,1.049
2026-07-01 12:56:00,62.718,609.25,83.528,118.266,82.592,113.857,112.791,1.059
2026-07-01 12:57:00,62.875,611.624,82.897,118.336,82.506,113.964,112.751,1.052
2026-07-01 12:58:00,62.946,608.749,83.327,118.282,82.538,113.771,112.637,1.039
2026-07-01 12:59:00,62.92,609.72,82.721,118.404,82.526,113.766,112.61,1.059
2026-07-01 13:00:00,62.952,610.845,83.114,118.008,82.448,113.581,112.348,1.061
2026-07-01 13:01:00,62.878,611.045,83.028,118.151,82.409,113.707,112.536,1.038
2026-07-01 13:02:00,62.914,611.853,82.867,118.345,82.513,113.903,112.548,1.057
2026-07-01 13:03:00,62.743,610.813,83.12,118.203,82.421,113.747,112.559,1.043
2026-07-01 13:04:00,62.685,610.284,82.562,118.544,82.62,113.676,112.545,1.053
2026-07-01 13:05:00,62.844,610.836,83.2,118.086,82.547,113.862,112.722,1.077
2026-07-01 13:06:00,62.989,613.452,82.626,118.403,82.531,113.753,112.602,1.071
2026-07-01 13:07:00,62.933,612.928,82.569,117.873,82.368,113.874,112.677,1.062
2026-07-01 13:08:00,62.973,613.271,82.588,118.275,82.563,113.96,112.672,1.051
2026-07-01 13:09:00,62.824,612.301,82.78,118.191,82.401,113.924,112.753,1.063
2026-07-01 13:10:00,62.84,614.853,82.874,118.508,82.524,113.893,112.722,1.078
2026-07-01 13:11:00,62.802,612.97,82.685,118.564,82.672,113.828,112.597,1.058
2026-07-01 13:12:00,62.988,612.311,82.561,118.352,82.491,113.889,112.856,1.047
2026-07-01 13:13:00,62.915,614.547,82.486,118.518,82.527,113.721,112.53,1.058
2026-07-01 13:14:00,62.889,610.76,82.527,118.159,82.578,113.904,112.8,1.075
2026-07-01 13:15:00,62.813,614.446,82.385,118.678,82.684,113.765,112.664,1.057
2026-07-01 13:16:00,62.969,613.112,82.298,118.279,82.622,113.693,112.559,1.066
2026-07-01 13:17:00,62.877,610.079,82.135,118.569,82.503,113.892,112.761,1.066
2026-07-01 13:18:00,62.752,613.48,82.302,118.511,82.384,113.979,112.863,1.056
2026-07-01 13:19:00,62.914,614.261,81.938,118.267,82.496,113.853,112.76,1.075
2026-07-01 13:20:00,62.904,614.778,82.067,118.105,82.567,113.744,112.583,1.06
2026-07-01 13:21:00,62.965,613.404,82.447,117.846,82.52,114.035,112.877,1.066
2026-07-01 13:22:00,62.961,617.719,81.569,117.963,82.56,114.008,112.868,1.071
2026-07-01 13:23:00,62.883,613.721,82.062,118.482,82.597,113.817,112.679,1.06
2026-07-01 13:24:00,62.943,612.016,82.136,117.884,82.417,113.647,112.604,1.082
2026-07-01 13:25:00,62.906,612.625,81.437,118.05,82.559,113.77,112.808,1.068
2026-07-01 13:26:00,62.989,615.982,81.944,118.768,82.543,113.858,112.877,1.059
2026-07-01 13:27:00,63.02,614.131,81.673,118.275,82.549,113.817,112.774,1.065
2026-07-01 13:28:00,62.825,614.93,81.422,118.215,82.352,113.909,112.842,1.075
2026-07-01 13:29:00,62.87,613.45,81.624,118.133,82.388,113.841,112.769,1.076
2026-07-01 13:30:00,62.883,613.974,81.446,118.226,82.579,113.836,112.785,1.086
2026-07-01 13:31:00,63.116,616.797,81.04,118.248,82.488,113.912,112.933,1.072
2026-07-01 13:32:00,62.987,616.027,81.543,118.601,82.534,113.909,112.864,1.084
2026-07-01 13:33:00,62.943,617.185,81.025,118.695,82.694,113.765,112.829,1.079
2026-07-01 13:34:00,62.926,615.202,81.241,118.591,82.599,113.921,113.003,1.066
2026-07-01 13:35:00,63.054,616.426,81.331,117.901,82.592,113.682,112.808,1.08
2026-07-01 13:36:00,62.93,618.813,81.417,117.444,82.476,113.8,112.898,1.098
2026-07-01 13:37:00,63.079,616.334,81.259,117.59,82.38,113.922,112.959,1.102
2026-07-01 13:38:00,63.039,614.371,81.148,118.262,82.568,113.82,112.95,1.094
2026-07-01 13:39:00,63,618.722,80.562,117.838,82.586,113.949,113.053,1.09
2026-07-01 13:40:00,63.015,615.792,80.861,118.095,82.403,113.867,112.937,1.099
2026-07-01 13:41:00,62.952,616.603,80.792,118.169,82.353,113.827,112.865,1.067
2026-07-01 13:42:00,62.981,617.188,80.984,117.293,82.59,113.789,112.954,1.092
2026-07-01 13:43:00,63.006,616.191,81.252,117.558,82.447,113.911,112.937,1.091
2026-07-01 13:44:00,62.965,619.271,81.044,117.306,82.419,113.913,113.096,1.071
2026-07-01 13:45:00,63.046,619.299,80.793,118.282,82.489,113.767,113.025,1.093
2026-07-01 13:46:00,63.033,618.356,80.567,117.935,82.479,113.902,113.157,1.085
2026-07-01 13:47:00,62.991,618.939,80.068,117.115,82.537,113.689,112.772,1.077
2026-07-01 13:48:00,62.977,617.356,80.432,117.328,82.537,113.764,112.914,1.092
2026-07-01 13:49:00,63.054,619.126,80.629,117.433,82.381,113.861,113.149,1.094
2026-07-01 13:50:00,63.102,619.183,80.165,117.488,82.41,113.697,112.811,1.096
2026-07-01 13:51:00,62.943,617.272,80.428,117.66,82.463,113.799,112.903,1.073
2026-07-01 13:52:00,63.053,617.952,80.193,117.664,82.453,113.853,113.131,1.074
2026-07-01 13:53:00,63.042,619.591,80.568,117.321,82.419,113.883,113.202,1.086
2026-07-01 13:54:00,63.096,620.974,80.044,117.106,82.569,113.8,113.092,1.078
2026-07-01 13:55:00,63.067,619.096,80.35,117.043,82.358,113.512,112.795,1.077
2026-07-01 13:56:00,63.047,617.964,79.696,117.814,82.4,113.781,113.063,1.084
2026-07-01 13:57:00,63.144,619.799,79.977,117.451,82.517,113.997,113.42,1.088
2026-07-01 13:58:00,63.067,618.435,79.574,117.939,82.528,113.691,113.07,1.083
2026-07-01 13:59:00,63.203,621.315,79.651,118.068,82.562,114.03,113.359,1.091
2026-07-01 14:00:00,63.133,620.899,79.657,117.281,82.408,113.756,113.107,1.092
2026-07-01 14:01:00,63.014,621.057,79.575,117.322,82.544,113.849,113.279,1.083
2026-07-01 14:02:00,63.019,619.471,79.921,116.74,82.39,114.029,113.477,1.084
2026-07-01 14:03:00,63.065,623.037,79.949,117.486,82.523,114.124,113.558,1.09
2026-07-01 14:04:00,63.112,621.462,79.895,117.216,82.516,113.797,113.235,1.089
2026-07-01 14:05:00,63.133,622.468,79.178,117.536,82.652,113.836,113.248,1.105
2026-07-01 14:06:00,62.975,623.188,80.004,117.409,82.454,113.75,113.079,1.103
2026-07-01 14:07:00,63.1,618.965,79.262,116.998,82.542,113.84,113.149,1.103
2026-07-01 14:08:00,63.088,623.16,79.326,117.12,82.329,113.933,113.425,1.113
2026-07-01 14:09:00,63.209,620.941,79.054,117.596,82.566,113.921,113.479,1.1
2026-07-01 14:10:00,63.057,622.091,79.639,117.25,82.594,113.926,113.5,1.097
2026-07-01 14:11:00,63.126,621.407,79.657,117.206,82.541,113.707,113.212,1.103
2026-07-01 14:12:00,63.092,622.896,79.569,117.047,82.538,113.972,113.556,1.112
2026-07-01 14:13:00,63.24,622.179,79.022,117.554,82.39,113.818,113.28,1.072
2026-07-01 14:14:00,63.118,621.887,79.545,117.412,82.498,113.966,113.498,1.102
2026-07-01 14:15:00,63.181,622.868,79.602,117.613,82.461,114.002,113.616,1.096
2026-07-01 14:16:00,63.2,621.978,79.092,117.047,82.329,113.766,113.312,1.107
2026-07-01 14:17:00,63.228,625.288,78.898,116.909,82.344,114.054,113.606,1.085
2026-07-01 14:18:00,63.079,623.882,79.538,116.299,82.452,113.824,113.46,1.119
2026-07-01 14:19:00,62.985,620.253,78.914,116.619,82.427,113.916,113.621,1.091
2026-07-01 14:20:00,63.205,623.911,79.511,117.171,82.551,113.91,113.599,1.124
2026-07-01 14:21:00,63.189,624.976,79.401,116.816,82.597,113.745,113.407,1.089
2026-07-01 14:22:00,63.272,624.98,78.988,117.262,82.535,114.006,113.723,1.113
2026-07-01 14:23:00,63.179,623.669,78.761,117.026,82.574,113.7,113.311,1.12
2026-07-01 14:24:00,63.233,625.601,78.845,116.923,82.519,114.005,113.73,1.094
2026-07-01 14:25:00,63.249,624.746,78.547,116.774,82.303,114.002,113.742,1.108
2026-07-01 14:26:00,63.113,626.487,78.61,116.503,82.338,113.821,113.544,1.092
2026-07-01 14:27:00,63.298,625.62,78.511,116.136,82.629,113.887,113.648,1.117
2026-07-01 14:28:00,63.209,623.953,78.26,116.353,82.455,113.681,113.524,1.075
2026-07-01 14:29:00,63.257,625.905,78.855,116.837,82.605,113.955,113.576,1.109
2026-07-01 14:30:00,63.151,625.31,78.673,116.273,82.458,113.721,113.571,1.1
2026-07-01 14:31:00,63.209,625.213,78.431,116.201,82.55,113.873,113.621,1.095
2026-07-01 14:32:00,63.23,624.673,78.475,116.613,82.53,113.786,113.541,1.095
2026-07-01 14:33:00,63.22,625.359,78.341,116.505,82.496,113.748,113.6,1.109
2026-07-01 14:34:00,63.275,627.154,78.545,116.074,82.327,113.937,113.862,1.088
2026-07-01 14:35:00,63.192,623.754,78.338,116.723,82.555,113.844,113.726,1.111
2026-07-01 14:36:00,63.236,629.067,78.408,116.106,82.418,113.734,113.626,1.096
2026-07-01 14:37:00,63.211,628.812,78.624,116.381,82.552,114.022,113.928,1.107
2026-07-01 14:38:00,63.339,628.924,77.592,115.958,82.545,113.737,113.639,1.116
2026-07-01 14:39:00,63.245,626.947,78.051,116.103,82.608,113.796,113.671,1.094
2026-07-01 14:40:00,63.272,625.24,77.874,116.532,82.522,113.864,113.949,1.098
2026-07-01 14:41:00,63.226,626.572,78.171,116.516,82.6,113.801,113.775,1.124
2026-07-01 14:42:00,63.243,627.527,77.882,115.977,82.507,114.01,113.98,1.103
2026-07-01 14:43:00,63.238,627.3,77.836,116.044,82.302,113.755,113.791,1.116
2026-07-01 14:44:00,63.338,627.698,78.043,116.294,82.607,113.721,113.766,1.106
2026-07-01 14:45:00,63.307,628.743,78.149,115.862,82.29,113.871,113.999,1.114
2026-07-01 14:46:00,63.25,628.668,78.334,116.183,82.506,113.753,113.832,1.11
2026-07-01 14:47:00,63.199,626.116,77.961,116.046,82.639,113.725,113.923,1.101
2026-07-01 14:48:00,63.207,628.948,78.281,115.444,82.311,113.79,113.873,1.107
2026-07-01 14:49:00,63.388,630.032,77.926,115.571,82.474,113.893,113.969,1.122
2026-07-01 14:50:00,63.343,629.252,77.863,116.077,82.307,113.827,114.01,1.124
2026-07-01 14:51:00,63.218,626.903,77.795,115.612,82.414,113.735,114.046,1.133
2026-07-01 14:52:00,63.291,630.294,77.956,115.682,82.534,114.003,114.273,1.139
2026-07-01 14:53:00,63.308,627.344,77.319,115.695,82.458,114.034,114.166,1.133
2026-07-01 14:54:00,63.276,630.586,78.088,115.711,82.441,113.724,113.955,1.109
2026-07-01 14:55:00,63.284,628.766,77.603,115.894,82.45,113.848,114.055,1.136
2026-07-01 14:56:00,63.337,630.842,77.336,115.962,82.473,113.957,114.274,1.1
