text,scenario_id,standard_name,relevance,role,unit,source,group_id,split
装置5-raw_meal_feed-CH30-VALUE,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_channel_tag,3b9773938ac15040,train
装置5-喂料量-CH30-VALUE,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_channel_tag,6ed841940c79cffb,train
装置5-生料喂料量-CH30-VALUE,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_channel_tag,57f6a7d4156aa332,train
装置5-生料量-CH30-VALUE,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_channel_tag,bd1484ff857f8de4,train
1号DATETIME,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,57f8760d35ae97ed,train
1号TIME,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,8ee1d2f9a56bd2ef,train
1号timestamp,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,09bd6eaf04825e43,train
1号时间,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,760adb160fe9358d,train
1号时间戳,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,459178d51c8d01f0,train
1号记录时间,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,9eb44eab9aeb553a,train
1号采集时间,cement_rotary_kiln,timestamp,required,time,datetime,equipment_prefix,c16f1debd878263d,train
A线_DATETIME,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,57f8760d35ae97ed,train
A线_TIME,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,8ee1d2f9a56bd2ef,train
A线_timestamp,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,09bd6eaf04825e43,train
A线_时间,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,760adb160fe9358d,train
A线_时间戳,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,459178d51c8d01f0,train
A线_记录时间,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,9eb44eab9aeb553a,train
A线_采集时间,cement_rotary_kiln,timestamp,required,time,datetime,line_prefix,c16f1debd878263d,train
B线#DATETIME#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,57f8760d35ae97ed,train
B线#TIME#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,8ee1d2f9a56bd2ef,train
B线#timestamp#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,09bd6eaf04825e43,train
B线#时间#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,760adb160fe9358d,train
B线#时间戳#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,459178d51c8d01f0,train
B线#记录时间#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,9eb44eab9aeb553a,train
B线#采集时间#测点42,cement_rotary_kiln,timestamp,required,time,datetime,line_point_tag,c16f1debd878263d,train
DATETIME,cement_rotary_kiln,timestamp,required,time,datetime,template,57f8760d35ae97ed,train
DATETIME_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,57f8760d35ae97ed,train
DATETIME_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,57f8760d35ae97ed,train
DCS_03_DATETIME_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,57f8760d35ae97ed,train
DCS_03_TIME_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,8ee1d2f9a56bd2ef,train
DCS_03_timestamp_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,09bd6eaf04825e43,train
DCS_03_时间_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,760adb160fe9358d,train
DCS_03_时间戳_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,459178d51c8d01f0,train
DCS_03_记录时间_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,9eb44eab9aeb553a,train
DCS_03_采集时间_PV_17,cement_rotary_kiln,timestamp,required,time,datetime,vendor_dcs_tag,c16f1debd878263d,train
HMI.22.DATETIME.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,57f8760d35ae97ed,train
HMI.22.TIME.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,8ee1d2f9a56bd2ef,train
HMI.22.timestamp.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,09bd6eaf04825e43,train
HMI.22.时间.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,760adb160fe9358d,train
HMI.22.时间戳.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,459178d51c8d01f0,train
HMI.22.记录时间.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,9eb44eab9aeb553a,train
HMI.22.采集时间.AI,cement_rotary_kiln,timestamp,required,time,datetime,vendor_hmi_tag,c16f1debd878263d,train
TIME,cement_rotary_kiln,timestamp,required,time,datetime,template,8ee1d2f9a56bd2ef,train
TIMESTAMP,cement_rotary_kiln,timestamp,required,time,datetime,uppercase,09bd6eaf04825e43,train
TIME_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,8ee1d2f9a56bd2ef,train
TIME_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,8ee1d2f9a56bd2ef,train
timestamp,cement_rotary_kiln,timestamp,required,time,datetime,template,09bd6eaf04825e43,train
timestamp_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,09bd6eaf04825e43,train
timestamp_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,09bd6eaf04825e43,train
时间,cement_rotary_kiln,timestamp,required,time,datetime,template,760adb160fe9358d,train
时间_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,760adb160fe9358d,train
时间_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,760adb160fe9358d,train
时间戳,cement_rotary_kiln,timestamp,required,time,datetime,template,459178d51c8d01f0,train
时间戳_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,459178d51c8d01f0,train
时间戳_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,459178d51c8d01f0,train
装置5-DATETIME-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,57f8760d35ae97ed,train
装置5-TIME-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,8ee1d2f9a56bd2ef,train
装置5-timestamp-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,09bd6eaf04825e43,train
装置5-时间-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,760adb160fe9358d,train
装置5-时间戳-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,459178d51c8d01f0,train
装置5-记录时间-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,9eb44eab9aeb553a,train
装置5-采集时间-CH30-VALUE,cement_rotary_kiln,timestamp,required,time,datetime,vendor_channel_tag,c16f1debd878263d,train
记录时间,cement_rotary_kiln,timestamp,required,time,datetime,template,9eb44eab9aeb553a,train
记录时间_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,9eb44eab9aeb553a,train
记录时间_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,9eb44eab9aeb553a,train
采集时间,cement_rotary_kiln,timestamp,required,time,datetime,template,c16f1debd878263d,train
采集时间_01,cement_rotary_kiln,timestamp,required,time,datetime,channel_suffix,c16f1debd878263d,train
采集时间_PV,cement_rotary_kiln,timestamp,required,time,datetime,control_suffix,c16f1debd878263d,train
DCS_交换机端口状态_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,17d584d7ee4edca2,train
DCS_会议室预约状态_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,541197076421146c,train
DCS_值班员电子签名_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,1d4170b7c3de4f86,train
DCS_办公室温度_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,7ce16f7fd2a49f6d,train
DCS_厂区门禁记录_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,dbe924320f3c70b6,train
DCS_厂商备用测点_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,880d58d38a1e9bff,train
DCS_巡检照片地址_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,a47e2ca39deb0c5b,train
DCS_工单审批人_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,3ae81357ca340b91,train
DCS_打印机墨粉余量_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,68bab66dfd539668,train
DCS_报警文本_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,f767dc450e07051d,train
DCS_摄像头在线标志_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,78dcc6cfaa5d3567,train
DCS_操作员姓名_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,e38c846fed41edc5,train
DCS_数据库备份状态_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,08989fd2686536f6,train
DCS_文件上传时间_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,bb421cdba09d5865,train
DCS_日报打印次数_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,007e34100a68e1b0,train
DCS_检修记录_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,bcbdc3acf5fb487b,train
DCS_班组备注_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,be242c420528dc61,train
DCS_班车到站时间_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,01dce56983d3e58f,train
DCS_画面刷新周期_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,3868c40054ed20d0,train
DCS_画面颜色_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,2d83b8295211248c,train
DCS_视频码率_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,ac1b250668dac075,train
DCS_设备描述_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,7f7e11fd8948ea04,train
DCS_账户登录次数_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,84f3408d43da28b6,train
DCS_软件版本说明_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,565dc75dc58ba6b3,train
DCS_通讯状态字_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,a01ce2ddf4d0c555,train
DCS_鼠标点击计数_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,345074e37e025651,train
HMI.60.交换机端口状态.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,17d584d7ee4edca2,train
HMI.60.会议室预约状态.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,541197076421146c,train
HMI.60.值班员电子签名.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,1d4170b7c3de4f86,train
HMI.60.办公室温度.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,7ce16f7fd2a49f6d,train
HMI.60.厂区门禁记录.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,dbe924320f3c70b6,train
HMI.60.厂商备用测点.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,880d58d38a1e9bff,train
HMI.60.巡检照片地址.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,a47e2ca39deb0c5b,train
HMI.60.工单审批人.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,3ae81357ca340b91,train
HMI.60.打印机墨粉余量.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,68bab66dfd539668,train
HMI.60.报警文本.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,f767dc450e07051d,train
HMI.60.摄像头在线标志.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,78dcc6cfaa5d3567,train
HMI.60.操作员姓名.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,e38c846fed41edc5,train
HMI.60.数据库备份状态.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,08989fd2686536f6,train
HMI.60.文件上传时间.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,bb421cdba09d5865,train
HMI.60.日报打印次数.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,007e34100a68e1b0,train
HMI.60.检修记录.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,bcbdc3acf5fb487b,train
HMI.60.班组备注.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,be242c420528dc61,train
HMI.60.班车到站时间.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,01dce56983d3e58f,train
HMI.60.画面刷新周期.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,3868c40054ed20d0,train
HMI.60.画面颜色.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,2d83b8295211248c,train
HMI.60.视频码率.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,ac1b250668dac075,train
HMI.60.设备描述.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,7f7e11fd8948ea04,train
HMI.60.账户登录次数.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,84f3408d43da28b6,train
HMI.60.软件版本说明.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,565dc75dc58ba6b3,train
HMI.60.通讯状态字.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,a01ce2ddf4d0c555,train
HMI.60.鼠标点击计数.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,345074e37e025651,train
交换机端口状态,debutanizer_column,__irrelevant__,irrelevant,none,,negative,17d584d7ee4edca2,train
会议室预约状态,debutanizer_column,__irrelevant__,irrelevant,none,,negative,541197076421146c,train
值班员电子签名,debutanizer_column,__irrelevant__,irrelevant,none,,negative,1d4170b7c3de4f86,train
办公室温度,debutanizer_column,__irrelevant__,irrelevant,none,,negative,7ce16f7fd2a49f6d,train
厂区门禁记录,debutanizer_column,__irrelevant__,irrelevant,none,,negative,dbe924320f3c70b6,train
厂商备用测点,debutanizer_column,__irrelevant__,irrelevant,none,,negative,880d58d38a1e9bff,train
巡检照片地址,debutanizer_column,__irrelevant__,irrelevant,none,,negative,a47e2ca39deb0c5b,train
工单审批人,debutanizer_column,__irrelevant__,irrelevant,none,,negative,3ae81357ca340b91,train
打印机墨粉余量,debutanizer_column,__irrelevant__,irrelevant,none,,negative,68bab66dfd539668,train
报警文本,debutanizer_column,__irrelevant__,irrelevant,none,,negative,f767dc450e07051d,train
摄像头在线标志,debutanizer_column,__irrelevant__,irrelevant,none,,negative,78dcc6cfaa5d3567,train
操作员姓名,debutanizer_column,__irrelevant__,irrelevant,none,,negative,e38c846fed41edc5,train
数据库备份状态,debutanizer_column,__irrelevant__,irrelevant,none,,negative,08989fd2686536f6,train
文件上传时间,debutanizer_column,__irrelevant__,irrelevant,none,,negative,bb421cdba09d5865,train
日报打印次数,debutanizer_column,__irrelevant__,irrelevant,none,,negative,007e34100a68e1b0,train
检修记录,debutanizer_column,__irrelevant__,irrelevant,none,,negative,bcbdc3acf5fb487b,train
班组备注,debutanizer_column,__irrelevant__,irrelevant,none,,negative,be242c420528dc61,train
班车到站时间,debutanizer_column,__irrelevant__,irrelevant,none,,negative,01dce56983d3e58f,train
画面刷新周期,debutanizer_column,__irrelevant__,irrelevant,none,,negative,3868c40054ed20d0,train
画面颜色,debutanizer_column,__irrelevant__,irrelevant,none,,negative,2d83b8295211248c,train
视频码率,debutanizer_column,__irrelevant__,irrelevant,none,,negative,ac1b250668dac075,train
设备描述,debutanizer_column,__irrelevant__,irrelevant,none,,negative,7f7e11fd8948ea04,train
账户登录次数,debutanizer_column,__irrelevant__,irrelevant,none,,negative,84f3408d43da28b6,train
软件版本说明,debutanizer_column,__irrelevant__,irrelevant,none,,negative,565dc75dc58ba6b3,train
通讯状态字,debutanizer_column,__irrelevant__,irrelevant,none,,negative,a01ce2ddf4d0c555,train
鼠标点击计数,debutanizer_column,__irrelevant__,irrelevant,none,,negative,345074e37e025651,train
1号bottom_butane_content,debutanizer_column,bottom_butane_content,required,controlled,ratio,equipment_prefix,3b16eaa6e0aa6e0f,train
1号butane content,debutanizer_column,bottom_butane_content,required,controlled,ratio,equipment_prefix,9f545b365e87780b,train
1号u8,debutanizer_column,bottom_butane_content,required,controlled,ratio,equipment_prefix,91ffe511e47c0888,train
1号塔底丁烷含量,debutanizer_column,bottom_butane_content,required,controlled,ratio,equipment_prefix,1e1ced227bda0f4c,train
A线_bottom_butane_content,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_prefix,3b16eaa6e0aa6e0f,train
A线_butane content,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_prefix,9f545b365e87780b,train
A线_u8,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_prefix,91ffe511e47c0888,train
A线_塔底丁烷含量,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_prefix,1e1ced227bda0f4c,train
BOTTOM_BUTANE_CONTENT,debutanizer_column,bottom_butane_content,required,controlled,ratio,uppercase,3b16eaa6e0aa6e0f,train
BUTANE_CONTENT,debutanizer_column,bottom_butane_content,required,controlled,ratio,uppercase,9f545b365e87780b,train
B线#bottom_butane_content#测点42,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_point_tag,3b16eaa6e0aa6e0f,train
B线#butane content#测点42,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_point_tag,9f545b365e87780b,train
B线#u8#测点42,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_point_tag,91ffe511e47c0888,train
B线#塔底丁烷含量#测点42,debutanizer_column,bottom_butane_content,required,controlled,ratio,line_point_tag,1e1ced227bda0f4c,train
DCS_03_bottom_butane_content_PV_17,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_dcs_tag,3b16eaa6e0aa6e0f,train
DCS_03_butane_content_PV_17,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_dcs_tag,9f545b365e87780b,train
DCS_03_u8_PV_17,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_dcs_tag,91ffe511e47c0888,train
DCS_03_塔底丁烷含量_PV_17,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_dcs_tag,1e1ced227bda0f4c,train
HMI.22.bottom_butane_content.AI,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_hmi_tag,3b16eaa6e0aa6e0f,train
HMI.22.butane_content.AI,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_hmi_tag,9f545b365e87780b,train
HMI.22.u8.AI,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_hmi_tag,91ffe511e47c0888,train
HMI.22.塔底丁烷含量.AI,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_hmi_tag,1e1ced227bda0f4c,train
U8,debutanizer_column,bottom_butane_content,required,controlled,ratio,uppercase,91ffe511e47c0888,train
bottom_butane_content,debutanizer_column,bottom_butane_content,required,controlled,ratio,template,3b16eaa6e0aa6e0f,train
bottom_butane_content[ratio],debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_bracket,3b16eaa6e0aa6e0f,train
bottom_butane_content_01,debutanizer_column,bottom_butane_content,required,controlled,ratio,channel_suffix,3b16eaa6e0aa6e0f,train
bottom_butane_content_PV,debutanizer_column,bottom_butane_content,required,controlled,ratio,control_suffix,3b16eaa6e0aa6e0f,train
bottom_butane_content_ratio,debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_suffix,3b16eaa6e0aa6e0f,train
bottombutanecontent,debutanizer_column,bottom_butane_content,required,controlled,ratio,compact,3b16eaa6e0aa6e0f,train
butane content,debutanizer_column,bottom_butane_content,required,controlled,ratio,template,9f545b365e87780b,train
butane content[ratio],debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_bracket,9f545b365e87780b,train
butane_content,debutanizer_column,bottom_butane_content,required,controlled,ratio,normalized,9f545b365e87780b,train
butane_content_01,debutanizer_column,bottom_butane_content,required,controlled,ratio,channel_suffix,9f545b365e87780b,train
butane_content_PV,debutanizer_column,bottom_butane_content,required,controlled,ratio,control_suffix,9f545b365e87780b,train
butane_content_ratio,debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_suffix,9f545b365e87780b,train
butanecontent,debutanizer_column,bottom_butane_content,required,controlled,ratio,compact,9f545b365e87780b,train
u8,debutanizer_column,bottom_butane_content,required,controlled,ratio,template,91ffe511e47c0888,train
u8[ratio],debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_bracket,91ffe511e47c0888,train
u8_01,debutanizer_column,bottom_butane_content,required,controlled,ratio,channel_suffix,91ffe511e47c0888,train
u8_PV,debutanizer_column,bottom_butane_content,required,controlled,ratio,control_suffix,91ffe511e47c0888,train
u8_ratio,debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_suffix,91ffe511e47c0888,train
塔底丁烷含量,debutanizer_column,bottom_butane_content,required,controlled,ratio,template,1e1ced227bda0f4c,train
塔底丁烷含量[ratio],debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_bracket,1e1ced227bda0f4c,train
塔底丁烷含量_01,debutanizer_column,bottom_butane_content,required,controlled,ratio,channel_suffix,1e1ced227bda0f4c,train
塔底丁烷含量_PV,debutanizer_column,bottom_butane_content,required,controlled,ratio,control_suffix,1e1ced227bda0f4c,train
塔底丁烷含量_ratio,debutanizer_column,bottom_butane_content,required,controlled,ratio,unit_suffix,1e1ced227bda0f4c,train
装置5-bottom_butane_content-CH30-VALUE,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_channel_tag,3b16eaa6e0aa6e0f,train
装置5-butane_content-CH30-VALUE,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_channel_tag,9f545b365e87780b,train
装置5-u8-CH30-VALUE,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_channel_tag,91ffe511e47c0888,train
装置5-塔底丁烷含量-CH30-VALUE,debutanizer_column,bottom_butane_content,required,controlled,ratio,vendor_channel_tag,1e1ced227bda0f4c,train
1号Bottom_Temperature_A,debutanizer_column,bottom_temperature_a,required,state,ratio,equipment_prefix,46ae17fecca3ccfb,train
1号U6,debutanizer_column,bottom_temperature_a,required,state,ratio,equipment_prefix,b9fc2554d157e47a,train
1号bottom temperature a,debutanizer_column,bottom_temperature_a,required,state,ratio,equipment_prefix,28d95af8b7c95a6f,train
1号塔底温度A,debutanizer_column,bottom_temperature_a,required,state,ratio,equipment_prefix,38189863ee5f8176,train
A线_Bottom_Temperature_A,debutanizer_column,bottom_temperature_a,required,state,ratio,line_prefix,46ae17fecca3ccfb,train
A线_U6,debutanizer_column,bottom_temperature_a,required,state,ratio,line_prefix,b9fc2554d157e47a,train
A线_bottom temperature a,debutanizer_column,bottom_temperature_a,required,state,ratio,line_prefix,28d95af8b7c95a6f,train
A线_塔底温度A,debutanizer_column,bottom_temperature_a,required,state,ratio,line_prefix,38189863ee5f8176,train
BOTTOM_TEMPERATURE_A,debutanizer_column,bottom_temperature_a,required,state,ratio,uppercase,28d95af8b7c95a6f,train
BottomTemperatureA,debutanizer_column,bottom_temperature_a,required,state,ratio,compact,46ae17fecca3ccfb,train
Bottom_Temperature_A,debutanizer_column,bottom_temperature_a,required,state,ratio,template,46ae17fecca3ccfb,train
Bottom_Temperature_A[ratio],debutanizer_column,bottom_temperature_a,required,state,ratio,unit_bracket,46ae17fecca3ccfb,train
Bottom_Temperature_A_01,debutanizer_column,bottom_temperature_a,required,state,ratio,channel_suffix,46ae17fecca3ccfb,train
Bottom_Temperature_A_PV,debutanizer_column,bottom_temperature_a,required,state,ratio,control_suffix,46ae17fecca3ccfb,train
Bottom_Temperature_A_ratio,debutanizer_column,bottom_temperature_a,required,state,ratio,unit_suffix,46ae17fecca3ccfb,train
B线#Bottom_Temperature_A#测点42,debutanizer_column,bottom_temperature_a,required,state,ratio,line_point_tag,46ae17fecca3ccfb,train
B线#U6#测点42,debutanizer_column,bottom_temperature_a,required,state,ratio,line_point_tag,b9fc2554d157e47a,train
B线#bottom temperature a#测点42,debutanizer_column,bottom_temperature_a,required,state,ratio,line_point_tag,28d95af8b7c95a6f,train
B线#塔底温度A#测点42,debutanizer_column,bottom_temperature_a,required,state,ratio,line_point_tag,38189863ee5f8176,train
DCS_03_Bottom_Temperature_A_PV_17,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_dcs_tag,46ae17fecca3ccfb,train
DCS_03_U6_PV_17,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_dcs_tag,b9fc2554d157e47a,train
DCS_03_bottom_temperature_a_PV_17,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_dcs_tag,28d95af8b7c95a6f,train
DCS_03_塔底温度A_PV_17,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_dcs_tag,38189863ee5f8176,train
HMI.22.Bottom_Temperature_A.AI,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_hmi_tag,46ae17fecca3ccfb,train
HMI.22.U6.AI,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_hmi_tag,b9fc2554d157e47a,train
HMI.22.bottom_temperature_a.AI,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_hmi_tag,28d95af8b7c95a6f,train
HMI.22.塔底温度A.AI,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_hmi_tag,38189863ee5f8176,train
U6[ratio],debutanizer_column,bottom_temperature_a,required,state,ratio,unit_bracket,b9fc2554d157e47a,train
U6_01,debutanizer_column,bottom_temperature_a,required,state,ratio,channel_suffix,b9fc2554d157e47a,train
U6_PV,debutanizer_column,bottom_temperature_a,required,state,ratio,control_suffix,b9fc2554d157e47a,train
U6_ratio,debutanizer_column,bottom_temperature_a,required,state,ratio,unit_suffix,b9fc2554d157e47a,train
bottom temperature a,debutanizer_column,bottom_temperature_a,required,state,ratio,template,28d95af8b7c95a6f,train
bottom temperature a[ratio],debutanizer_column,bottom_temperature_a,required,state,ratio,unit_bracket,28d95af8b7c95a6f,train
bottom_temperature_a,debutanizer_column,bottom_temperature_a,required,state,ratio,normalized,28d95af8b7c95a6f,train
bottom_temperature_a_01,debutanizer_column,bottom_temperature_a,required,state,ratio,channel_suffix,28d95af8b7c95a6f,train
bottom_temperature_a_PV,debutanizer_column,bottom_temperature_a,required,state,ratio,control_suffix,28d95af8b7c95a6f,train
bottom_temperature_a_ratio,debutanizer_column,bottom_temperature_a,required,state,ratio,unit_suffix,28d95af8b7c95a6f,train
bottomtemperaturea,debutanizer_column,bottom_temperature_a,required,state,ratio,compact,28d95af8b7c95a6f,train
塔底温度A,debutanizer_column,bottom_temperature_a,required,state,ratio,template,38189863ee5f8176,train
塔底温度A[ratio],debutanizer_column,bottom_temperature_a,required,state,ratio,unit_bracket,38189863ee5f8176,train
塔底温度A_01,debutanizer_column,bottom_temperature_a,required,state,ratio,channel_suffix,38189863ee5f8176,train
塔底温度A_PV,debutanizer_column,bottom_temperature_a,required,state,ratio,control_suffix,38189863ee5f8176,train
塔底温度A_ratio,debutanizer_column,bottom_temperature_a,required,state,ratio,unit_suffix,38189863ee5f8176,train
装置5-Bottom_Temperature_A-CH30-VALUE,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_channel_tag,46ae17fecca3ccfb,train
