text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,source_id,source_url
total_fuel_flow,thermal_power_boiler,coal_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_normalized,bc5cf6e22a0c4ef8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
TOTAL_FUEL_FLOW,thermal_power_boiler,coal_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_uppercase,bc5cf6e22a0c4ef8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
totalfuelflow,thermal_power_boiler,coal_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_compact,bc5cf6e22a0c4ef8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_total_fuel_flow_SP_11,thermal_power_boiler,coal_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,bc5cf6e22a0c4ef8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.total_fuel_flow.AI,thermal_power_boiler,coal_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,bc5cf6e22a0c4ef8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
total fuel flow[t/h],thermal_power_boiler,coal_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,bc5cf6e22a0c4ef8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
primary air rate,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_phrase,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
primary_air_rate,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_normalized,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
PRIMARY_AIR_RATE,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_uppercase,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
primaryairrate,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_compact,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_primary_air_rate_SP_11,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.primary_air_rate.AI,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
primary air rate[Nm3/h],thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,752f76cd543e94a8,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
secondary air rate,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_phrase,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
secondary_air_rate,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_normalized,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
SECONDARY_AIR_RATE,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_uppercase,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
secondaryairrate,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_compact,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_secondary_air_rate_SP_11,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.secondary_air_rate.AI,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
secondary air rate[Nm3/h],thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,17cc2911999edc00,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
water supply flow,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_phrase,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
water_supply_flow,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_normalized,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
WATER_SUPPLY_FLOW,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_uppercase,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
watersupplyflow,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_compact,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_water_supply_flow_SP_11,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.water_supply_flow.AI,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
water supply flow[t/h],thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,eecec257249e1d5b,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boiler feed water flow,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_phrase,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boiler_feed_water_flow,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_normalized,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
BOILER_FEED_WATER_FLOW,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_uppercase,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boilerfeedwaterflow,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_compact,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_boiler_feed_water_flow_SP_11,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.boiler_feed_water_flow.AI,thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boiler feed water flow[t/h],thermal_power_boiler,feedwater_flow,required,manipulated,t/h,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,0513c1ad5dbe86dd,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main steam rate,thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_phrase,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main_steam_rate,thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_normalized,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
MAIN_STEAM_RATE,thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_uppercase,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
mainsteamrate,thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_compact,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_main_steam_rate_PV_11,thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.main_steam_rate.AI,thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main steam rate[t/h],thermal_power_boiler,main_steam_flow,useful,state,t/h,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,cbe73e87dd5cf975,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main steam outlet pressure,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_phrase,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main_steam_outlet_pressure,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_normalized,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
MAIN_STEAM_OUTLET_PRESSURE,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_uppercase,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
mainsteamoutletpressure,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_compact,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_main_steam_outlet_pressure_PV_11,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.main_steam_outlet_pressure.AI,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main steam outlet pressure[Pa],thermal_power_boiler,main_steam_pressure,required,controlled,Pa,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,adb995df4e743a19,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main steam outlet temperature,thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_phrase,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main_steam_outlet_temperature,thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_normalized,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
MAIN_STEAM_OUTLET_TEMPERATURE,thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_uppercase,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
mainsteamoutlettemperature,thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_compact,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_main_steam_outlet_temperature_PV_11,thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.main_steam_outlet_temperature.AI,thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
main steam outlet temperature[degC],thermal_power_boiler,main_steam_temperature,required,controlled,degC,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,b254566fe1082968,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
furnace negative pressure,thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_phrase,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
furnace_negative_pressure,thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_normalized,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
FURNACE_NEGATIVE_PRESSURE,thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_uppercase,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
furnacenegativepressure,thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_compact,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_furnace_negative_pressure_PV_11,thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.furnace_negative_pressure.AI,thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
furnace negative pressure[Pa],thermal_power_boiler,furnace_pressure,required,state,Pa,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,f2bf62545d008d88,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
oxygen content of boiler flue gas,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_phrase,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
oxygen_content_of_boiler_flue_gas,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_normalized,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
OXYGEN_CONTENT_OF_BOILER_FLUE_GAS,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_uppercase,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
oxygencontentofboilerfluegas,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_compact,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_oxygen_content_of_boiler_flue_gas_PV_11,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.oxygen_content_of_boiler_flue_gas.AI,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
oxygen content of boiler flue gas[percent],thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,74844193afecc45a,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boiler oxygen level,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_phrase,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boiler_oxygen_level,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_normalized,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
BOILER_OXYGEN_LEVEL,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_uppercase,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boileroxygenlevel,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_compact,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_boiler_oxygen_level_PV_11,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.boiler_oxygen_level.AI,thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
boiler oxygen level[percent],thermal_power_boiler,flue_gas_o2,required,state,percent,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,6f24dca030471b94,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
combustion chamber temperature,thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_phrase,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
combustion_chamber_temperature,thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_normalized,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
COMBUSTION_CHAMBER_TEMPERATURE,thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_uppercase,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
combustionchambertemperature,thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_compact,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
DCS_02_combustion_chamber_temperature_PV_11,thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_vendor_tag,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
Unit3.combustion_chamber_temperature.AI,thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_channel_tag,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
combustion chamber temperature[degC],thermal_power_boiler,furnace_temperature,useful,state,degC,web_approved:boiler_oxygen_ieee_2020:web_unit_bracket,796b6ebae9ab9346,external_train,boiler_oxygen_ieee_2020,https://research.engineering.uiowa.edu/kusiak/sites/research.engineering.uiowa.edu.kusiak/files/files/IEEE%20Access%202020-1.pdf
